监测点编码	监测点名称	城市	经度（原）	纬度（原）	bdx	bdy
2472A	马头岭	郴州	113.0073	25.9061	113.019269	25.909083
2473A	市职中	郴州	113.0116	25.8226	113.023594	25.825731
2474A	兴隆步行街	郴州	113.0119	25.8179	113.023891	25.82104
2475A	市审计局	郴州	113.0383	25.8071	113.050322	25.810521
2476A	市环保局	郴州	113.0348	25.7759	113.046783	25.779333
2477A	零陵南津渡	永州	111.6217	26.2081	111.633446	26.210683
2478A	市环境监测站	永州	111.6156	26.4214	111.627332	26.423977
2479A	零陵区环保局	永州	111.6236	26.2331	111.635335	26.235632
2480A	永州市环保局	永州	111.5992	26.4364	111.610885	26.439137
2481A	冷水滩区环保局	永州	111.5989	26.4519	111.610578	26.454632
2482A	林科所	怀化	109.9333	27.5733	109.944239	27.576019
2483A	河西地税局	怀化	109.9453	27.5444	109.956326	27.546949
2484A	市四医院	怀化	109.9792	27.5342	109.990409	27.536508
2485A	监测楼	怀化	109.9972	27.5578	110.008401	27.560343
2486A	市委党校	怀化	110.0394	27.583	110.050617	27.58612
2487A	电视发射台	娄底	111.9975	27.725	112.009589	27.727486
2488A	市监测站	娄底	111.9975	27.725	112.009589	27.727486
2489A	市委党校	娄底	112.0194	27.7314	112.031592	27.733839
2490A	涟钢	娄底	111.9561	27.7569	111.967952	27.759819
2491A	市政府	娄底	111.9892	27.7044	112.00121	27.706989
2492A	跃进水库	湘西州	109.6414	28.2558	109.652483	28.258196
2493A	州政府	湘西州	109.7325	28.3169	109.743811	28.319184
2494A	吉首市计生局	湘西州	109.6958	28.2675	109.706931	28.270219
2495A	市环保	梧州	111.2897	23.4792	111.301387	23.482301
2496A	云盖小学	梧州	111.3178	23.475	111.329515	23.47835
2497A	龙圩	梧州	111.2353	23.415	111.246807	23.418731
2498A	龙新	梧州	111.26	23.4794	111.271552	23.482881
2499A	沙万	防城港	108.3411	21.6158	108.351539	21.619553
2500A	防城镇政府	防城港	108.3511	21.7631	108.361551	21.766899
2501A	大海花园	防城港	108.3506	21.6414	108.361046	21.645244
2502A	市环保站	钦州	108.6236	21.9667	108.633799	21.969827
2503A	市农科院	钦州	108.6553	21.9508	108.665617	21.953607
2504A	港区一小	钦州	108.5989	21.7431	108.609025	21.746596
2505A	德智高中	贵港	109.5681	23.1478	109.578743	23.151197
2506A	江南子站　	贵港	109.6042	23.0672	109.61497	23.07002
2507A	贵城子站	贵港	109.6014	23.0944	109.612154	23.097259
2508A	荷城子站	贵港	109.5683	23.1036	109.578955	23.10698
2509A	寒山水库	玉林	110.1106	22.7019	110.121749	22.704989
2510A	市监测站	玉林	110.1675	22.6411	110.178427	22.644589
2511A	南江一中	玉林	110.1433	22.6164	110.154294	22.61993
2512A	市监测站	百色	106.6103	23.9011	106.620289	23.903896
2513A	市中心血站	百色	106.6527	23.8844	106.662664	23.887657
2514A	环保小区	贺州	111.5269	24.4175	111.538672	24.420244
2515A	政协大楼	贺州	111.5622	24.4072	111.573849	24.41013
2516A	东仁乐园	河池	108.2134	24.7121	108.223914	24.715318
2517A	市环保站	河池	108.054	24.6928	108.064778	24.695685
2518A	市疾控中心	河池	108.1009	24.6967	108.111585	24.700182
2519A	来宾二中	来宾	109.2131	23.7208	109.223851	23.72438
2520A	来冶招待所	来宾	109.2317	23.7369	109.242504	23.740155
2521A	市环保局江州分局	崇左	107.3476	22.4137	107.358262	22.416655
2522A	城南新区	崇左	107.3701	22.3708	107.380766	22.374137
2523A	黑石坡	广元	105.8945	32.4535	105.904759	32.456733
2524A	老城	广元	105.8242	32.4429	105.834385	32.446803
2525A	南坝	广元	105.8153	32.4246	105.825536	32.428406
2526A	监测站	广元	105.8624	32.4285	105.872578	32.432143
2527A	石溪浩	遂宁	105.7519	30.5797	105.762117	30.583016
2528A	市监测站	遂宁	105.68	30.6133	105.690129	30.616544
2529A	行政中心	遂宁	105.8161	30.6347	105.826226	30.638224
2530A	美宁食品公司	遂宁	105.5956	30.475	105.605413	30.478507
2531A	市监测站	内江	105.0331	29.5953	105.042756	29.598572
2532A	东兴区政府	内江	105.0717	29.5947	105.081522	29.597926
2533A	内江二中	内江	105.0653	29.5817	105.075134	29.584856
2534A	内江日报社	内江	105.0406	29.5822	105.050328	29.585384
2535A	乐山大佛景区	乐山	103.7705	29.5467	103.779217	29.549992
2536A	牛耳桥	乐山	103.7627	29.5844	103.771438	29.587578
2537A	市第三水厂	乐山	103.7506	29.6007	103.759371	29.60372
2538A	市监测站	乐山	103.757	29.5634	103.76578	29.566493
2539A	蟆颐观	眉山	103.8986	30.0506	103.907118	30.053899
2540A	气象局	眉山	103.8416	30.0874	103.850261	30.090384
2541A	旭光小区	眉山	103.8495	30.0691	103.85818	30.071997
2542A	市监测站	眉山	103.8341	30.062	103.842763	30.065109
2543A	小平旧居	广安	106.631	30.518	106.64138	30.521019
2544A	市委	广安	106.6303	30.4576	106.640639	30.460582
2545A	友谊中学	广安	106.6271	30.4663	106.637447	30.469249
2546A	人工湖	广安	106.6406	30.4844	106.650943	30.487554
2547A	广电花园	广安	106.6388	30.4551	106.649124	30.458209
2548A	达州职业技术学院	达州	107.5272	31.2797	107.538085	31.283678
2549A	市环境监测站	达州	107.525	31.215	107.535909	31.218983
2550A	凤凰小区	达州	107.4967	31.2108	107.507727	31.214759
2551A	达县机关宾馆	达州	107.5069	31.1956	107.517845	31.199628
2552A	市政中心	达州	107.4611	31.2058	107.472372	31.209367
2553A	大兴526台	雅安	103.009	30.0125	103.017445	30.01556
2554A	建安厂	雅安	103.0013	29.9899	103.009667	29.993008
2555A	市政府	雅安	103.0109	29.9834	103.019329	29.986445
2556A	川农大	雅安	103.0001	29.9816	103.008452	29.984719
2557A	南龛公园	巴中	106.7583	31.8475	106.769005	31.851207
2558A	市环保局	巴中	106.7389	31.8711	106.749627	31.874601
2559A	巴中中学	巴中	106.7594	31.8531	106.770096	31.856821
2560A	市六中	巴中	106.7608	31.8456	106.771495	31.849346
2561A	莲花山	资阳	104.6617	30.1366	104.670689	30.139909
2562A	资阳中学	资阳	104.6356	30.1506	104.644458	30.154085
2563A	四三一厂	资阳	104.6289	30.1377	104.637744	30.141145
2564A	师范校	资阳	104.6469	30.1142	104.65577	30.117659
2565A	区法院	资阳	104.6294	30.1259	104.638234	30.129345
2566A	州农科所	阿坝州	102.1755	31.9286	102.183851	31.932126
2567A	州监测站	阿坝州	102.2218	31.9025	102.229875	31.906455
2568A	马师校	阿坝州	102.2402	31.8934	102.24822	31.89745
2569A	将军桥	甘孜州	101.9628	30.0506	101.970863	30.053698
2570A	水桥子	甘孜州	101.9603	30.0475	101.96837	30.050556
2571A	青龙寺	凉山州	102.3419	27.8094	102.349945	27.812294
2572A	邛海宾馆	凉山州	102.2714	27.8408	102.279411	27.843335
2573A	西昌市政府	凉山州	102.2625	27.8978	102.270477	27.900463
2574A	凉山州政府	凉山州	102.2689	27.8847	102.276918	27.887271
2575A	长安	凉山州	102.2311	27.8953	102.239038	27.898156
2576A	窑上	六盘水	104.8	26.5892	104.809113	26.591446
2577A	黄土坡	六盘水	104.83	26.5917	104.839098	26.593834
2578A	水钢	六盘水	104.89	26.5939	104.898944	26.596448
2579A	民中	六盘水	104.8475	26.5894	104.856521	26.591753
2580A	双水	六盘水	104.9544	26.5506	104.963623	26.552772
2581A	虹机厂子校	安顺	105.9556	26.2611	105.965395	26.2639
2582A	市一中	安顺	105.9278	26.255	105.937608	26.257456
2583A	铁路子校	安顺	105.9394	26.2358	105.949191	26.238463
2584A	龙岩子校	安顺	105.8853	26.2392	105.895162	26.241375
2585A	铜仁卫校	铜仁地区	109.1916	27.7297	109.202606	27.732751
2586A	铜仁七中	铜仁地区	109.1794	27.7231	109.190443	27.726071
2587A	八中	毕节	105.2864	27.3125	105.296191	27.314862
2588A	师专	毕节	105.31	27.2944	105.319865	27.296828
2589A	场坝街	黔西南州	104.9022	25.0925	104.911155	25.095484
2590A	坪东大道	黔西南州	104.8811	25.0992	104.889994	25.102418
2591A	市环境监测站	黔东南州	107.9783	26.5747	107.988888	26.577355
2592A	马坡井小学	黔东南州				
2593A	小围寨	黔南州	107.5228	26.2403	107.533378	26.243168
2594A	市环境监测站	保山	99.1678	25.1081	99.175297	25.110993
2595A	市环保局	保山	99.1711	25.1328	99.178591	25.135662
2596A	监测站	昭通	103.7032	27.3392	103.711734	27.341831
2597A	环保局	昭通	103.7225	27.3361	103.731143	27.338464
2598A	西南郊	丽江	100.2143	26.8576	100.221877	26.860274
2599A	丽江古城	丽江	100.2497	26.8802	100.257396	26.882385
2600A	市中心	丽江	100.2203	26.8906	100.227917	26.893203
2601A	市环保局	普洱	100.98	22.7633	100.987779	22.766023
2602A	普洱第二中学	普洱	100.9817	22.8322	100.989523	22.834962
2603A	市环保局	临沧	100.0869	23.8822	100.09459	23.88589
2604A	市气象局	临沧	100.0782	23.8982	100.085892	23.901908
2605A	州环境监测站	楚雄州	101.5482	25.0441	101.556103	25.047019
2606A	市经济开发区	楚雄州	101.538	25.0492	101.545889	25.052296
2607A	雨过铺	红河州	103.3113	23.4626	103.319613	23.466287
2608A	污水处理厂	红河州	103.3772	23.3993	103.385801	23.402488
2609A	监测站	红河州	103.386	23.4168	103.394625	23.420029
2610A	州水务局	文山州	104.2533	23.3594	104.26186	23.36281
2611A	市便民服务中心	文山州	104.2319	23.3892	104.240534	23.392301
2612A	景洪市江南	西双版纳州	100.7939	22.0019	100.801485	22.005348
2613A	景洪市江北	西双版纳州	100.8017	22.0225	100.809258	22.02593
2614A	大理市环境监测站	大理州	100.1542	25.7054	100.162009	25.708238
2615A	大理古城	大理州	100.2171	25.5811	100.224687	25.584273
2616A	德宏州监测站	德宏州	98.5842	24.428	98.590924	24.430545
2617A	芒市建设局	德宏州	98.578	24.441	98.584717	24.443538
2618A	州监测站	怒江州	98.8601	25.8567	98.866961	25.859514
2619A	泸水一中	怒江州	98.8546	25.8417	98.861497	25.844457
2620A	古城	迪庆州	99.7064	27.8136	99.71392	27.816348
2621A	迪庆州站	迪庆州	99.7056	27.8317	99.713129	27.834438
2622A	昌都监测站	昌都地区	97.1804	31.1278	97.187387	31.131618
2623A	昌都地区昌都坝	昌都地区	97.1809	31.1254	97.187886	31.129223
2624A	山南监测站	山南地区	91.7608	29.2313	91.768559	29.23411
2625A	山南人民医院	山南地区	91.7706	29.261	91.778294	29.26396
2626A	日喀则监测站	日喀则地区	88.8876	29.2718	88.896126	29.274528
2627A	日喀则鸿达公司	日喀则地区	88.8931	29.2365	88.901596	29.239277
2628A	那曲监测站	那曲地区	92.0657	31.4846	92.073507	31.488439
2629A	那曲嘉兴医院	那曲地区	92.0505	31.4733	92.058225	31.477295
2630A	阿里监测站	阿里地区	80.1161	32.5	80.124851	32.503372
2631A	阿里地委	阿里地区	80.0895	32.5039	80.098297	32.507198
2632A	林芝监测站	林芝地区	94.3681	29.6376	94.375849	29.640679
2633A	林芝人民医院	林芝地区	94.3616	29.6632	94.369343	29.666347
2634A	汉川机床厂子校	汉中	106.9893	33.1842	107.000262	33.188054
2635A	市监测站	汉中	107.0154	33.0706	107.026337	33.074853
2636A	鑫源开发区	汉中	107.0089	33.1138	107.019844	33.117962
2637A	南郑大河坎水厂	汉中	107.007	33.0323	107.017967	33.036375
2638A	红石峡森林公园　	榆林	109.7414	38.3344	109.753611	38.340617
2639A	世纪广场　	榆林	109.7456	38.2911	109.757803	38.297356
2640A	实验中学	榆林	109.7289	38.2839	109.741098	38.290104
2641A	环保监测大楼　	榆林	109.7336	38.2478	109.745781	38.25399
2642A	香溪洞	安康	109.0311	32.6778	109.042561	32.681522
2643A	安康市监测站	安康	109.0281	32.6939	109.039551	32.697583
2644A	汉滨区检察院	安康	109.0072	32.6975	109.018577	32.701079
2645A	监测站	商洛	109.9154	33.8715	109.926777	33.876135
2646A	东龙山气象局	商洛	109.966	33.8509	109.977657	33.854987
2647A	豫源饭店	白银	104.1731	36.5458	104.182279	36.552045
2648A	动力公司	白银	104.1731	36.5481	104.182277	36.554345
2649A	仙人崖	天水	106.005	34.3469	106.015648	34.351206
2650A	进步巷	天水	105.7281	34.5814	105.738479	34.586351
2651A	文化馆	天水	105.8614	34.5653	105.871698	34.569915
2652A	监测站	武威	102.6219	37.9311	102.630064	37.937475
2653A	雷台	武威	102.6469	37.9358	102.655252	37.941853
2654A	监测站	张掖	100.4686	38.9467	100.476752	38.953304
2655A	科委	张掖	100.4497	38.9389	100.457812	38.9458
2656A	监测站	平凉	106.6692	35.5461	106.679859	35.551956
2657A	博物馆	平凉	106.7039	35.5294	106.714738	35.535032
2658A	仓门街子站	酒泉	98.509	39.746	98.516006	39.753045
2659A	富康家世界子站	酒泉	98.5023	39.7294	98.509347	39.736392
2660A	区环保局	庆阳	107.6831	35.7289	107.694503	35.734322
2661A	粮贸总公司	庆阳	107.6406	35.5236	107.651728	35.529413
2662A	市环保局	庆阳	107.6364	35.7067	107.647522	35.712616
2663A	监测站（原粮食局）	定西	104.6228	35.5714	104.631899	35.577082
2664A	南峰招待所（原起重机厂）	定西	104.6169	35.5975	104.625991	35.603107
2665A	汉王镇固水子	陇南	105.0822	33.3261	105.092213	33.330391
2666A	市林业局	陇南				
2667A	环保局	临夏州	103.2139	35.6039	103.222556	35.609741
2668A	州委党校	临夏州	103.2064	35.5997	103.215039	35.605622
2669A	监测站	甘南州	102.905	35.0003	102.913305	35.004888
2670A	平安县	海东地区	102.1086	36.4997	102.117091	36.506042
2671A	海晏县西海镇	海北州	100.9048	36.9639	100.912683	36.970094
2672A	同仁县隆务镇	黄南州	102.0199	35.5102	102.028251	35.515922
2673A	共和县恰卜恰镇	海南州	100.6188	36.2866	100.626702	36.291904
2674A	玛沁县大武镇	果洛州	100.2561	34.4714	100.264068	34.475634
2675A	玉树县结古镇	玉树州	97	33.0014	97.006962	33.005091
2676A	德令哈市	海西州	97.3731	37.3753	97.380523	37.381511
2677A	教育园区	吴忠	106.1532	37.9648	106.164277	37.97125
2678A	高级中学	吴忠	106.2025	37.9844	106.213285	37.99124
2679A	新区二泵站	吴忠	106.196	37.9723	106.2068	37.979178
2680A	沙坡头消防站	中卫	105.0197	37.4514	105.029723	37.458065
2681A	官桥站	中卫	105.18	37.0172	105.190366	37.023239
2682A	环保局站	中卫	105.1971	37.5002	105.207424	37.506613
2683A	马园	固原	106.2319	36.1417	106.242665	36.147457
2684A	监测站	固原	106.2792	36.0022	106.289966	36.007925
2685A	新区	固原	106.2375	36.0211	106.248281	36.026745
2686A	市环保局	吐鲁番地区	89.191	42.9409	89.200356	42.948391
2687A	地区环保局	吐鲁番地区	89.1673	42.9559	89.176592	42.963728
2688A	地区监测站	哈密地区	93.5128	42.8172	93.520926	42.824651
2689A	哈密师范学校	哈密地区	93.4961	42.8328	93.504198	42.840542
2690A	天山天池	昌吉州	87.9897	44.1564	87.999173	44.163521
2691A	州监测站	昌吉州	87.2997	44.0114	87.309406	44.018438
2692A	新区政务中心	昌吉州	87.2717	44.0297	87.281255	44.036891
2693A	博乐市西郊区	博州	82.0485	44.9079	82.058254	44.914926
2694A	市环保局	博州	82.0806	44.8969	82.090287	44.904189
2695A	电视台	阿克苏地区	80.2828	41.1636	80.291381	41.170835
2696A	艺术中心	阿克苏地区	80.2956	41.1933	80.304263	41.200492
2697A	市人民政府	克州	76.1861	39.7153	76.195487	39.721874
2698A	巡警大队	喀什地区	75.9828	39.5371	75.992217	39.543382
2699A	吾办	喀什地区	75.9771	39.4699	75.986452	39.476203
2700A	市环境监测站	喀什地区	75.9435	39.4365	75.952732	39.442768
2701A	地区站	和田地区	79.9485	37.1152	79.956984	37.120906
2702A	古江巴格乡院内	和田地区	79.9117	37.1013	79.920028	37.107182
2703A	市环保局	伊犁哈萨克州	81.2815	43.9404	81.291037	43.947413
2704A	新政府片区	伊犁哈萨克州	81.2867	43.895	81.296237	43.901989
2705A	第二水厂	伊犁哈萨克州	81.3364	43.941	81.34595	43.948389
2706A	东门外小游园	塔城地区	82.9994	46.7432	83.00921	46.749875
2707A	小东沟	阿勒泰地区	88.1214	47.9047	88.131428	47.911836
2708A	市站	阿勒泰地区	88.1267	47.8515	88.136703	47.858585
2709A	艾青诗歌馆	石河子	86.0497	44.2967	86.058904	44.304107
2710A	阳光学校	石河子	86.0697	44.3075	86.07907	44.314698
2711A	农水大厦	五家渠	87.5475	44.1756	87.557067	44.18242
2835A	四十中小	攀枝花	101.7227	26.567	101.730821	26.569357
2842A	湖里中学	厦门	118.0936	24.5058	118.10506	24.509358
2845A	德盛苑	长治	113.1569	36.1912	113.169894	36.197645
2846A	体育西	广州	113.3208	23.1323	113.332753	23.135447
2858A	河西一经路	天津	117.7918	39.2474	117.804659	39.254242
2859A	津沽路	天津	117.3747	38.9846	117.387661	38.991832
2860A	宾水西道	天津	117.1589	39.0845	117.171844	39.091327
2862A	22中南校区	石家庄	114.5480556	38.03777778	114.560499	38.04406
2865A	榆次三中	晋中	112.7194444	37.68277778	112.732497	37.689196
2866A	外滩首府	运城	111.0522222	35.04388889	111.064837	35.048962
2867A	马茂庄小学	吕梁	111.1283333	37.51	111.141122	37.517038
2868A	九站	吉林	126.4738889	43.95305556	126.486286	43.96184
2869A	五台山医院	扬州	119.458	32.41361	119.470002	32.417321
2870A	市疾控中心	镇江	119.4369444	32.18888889	119.448951	32.192789
2871A	万里国际学校	宁波	121.6147222	29.90166667	121.62543	29.904686
2872A	南湖区残联	嘉兴	120.7844444	30.7525	120.795347	30.755867
2873A	仁皇山新区	湖州	120.0875	30.89556	120.098871	30.899568
2874A	益益乳业工业园	淮南	117.0411667	32.64600333	117.05334	32.649812
2875A	阜阳职业技术学院	阜阳	115.7838889	32.88922222	115.795756	32.893571
2876A	幼特教师范	潍坊	119.0841	36.7339	119.096679	36.740125
2877A	坊子邮政	潍坊	119.1638	36.6525	119.176088	36.659225
2878A	聊大东校	聊城	116.0072	36.4343	116.019424	36.440498
2880A	大石西路	成都	104.0238889	30.65638889	104.032723	30.660116
2881A	凯里学院	黔东南州	107.8908333	26.53111111	107.901303	26.533688
2882A	玉溪一中	玉溪	102.5389	24.3702	102.546756	24.372846
2883A	文体中心	玉溪	102.5381	24.339	102.545931	24.341651
2884A	酒钢宾馆	嘉峪关	98.26722222	39.79777778	98.274186	39.804824
2885A	滨江中学	陇南	104.9338889	33.38256667	104.943422	33.386316
2897A	沈辽西路	沈阳	123.2444	41.7347	123.256581	41.743271
2900A	裕农路	沈阳	123.5953	41.9086	123.607427	41.917061
2902A	北辰小学	广安	106.6351	30.4865	106.645456	30.489564
2907A	吴兴区	湖州	120.1844	30.8596	120.19566	30.863113
2914A	苏山坪	巴中	106.7513889	31.87888889	106.762093	31.882485
2915A	职业中学	巴中	106.7619444	31.85805556	106.772624	31.861814
2916A	老干部局	池州	117.49	30.66	117.501916	30.66389
2919A	河北工业大学	廊坊	116.7022	39.5453	116.714772	39.552119
2920A	蓝田镇	漳州	117.7116	24.506	117.722948	24.509491
2921A	树下王站	绍兴	120.7789	30.0033	120.789737	30.006477
2922A	大理道	天津	117.1941	39.1067	117.206962	39.113562
2923A	供排水公司	大同	113.2803	40.1114	113.293697	40.118901
2924A	水乡路(直管站)	银川	106.2275	38.44139	106.23843	38.447825
2925A	上海东路	银川	106.2739	38.4841	106.284869	38.490379
2926A	文昌北街	银川	106.1024	38.49494	106.113464	38.501623
2929A	红卫路	黄冈	114.8858	30.4519	114.897417	30.454915
2994A	武警支队	金华	119.6533	29.1128	119.66446	29.116073
2996A	市供电局	宿迁	118.283	33.965	118.29503	33.969639
2997A	王营	泰州	119.8767	32.3292	119.88789	32.333338
3000A	德源药业(直管站)	连云港	119.3581	34.6972	119.370339	34.702284
3002A	行政中心	常州	119.9736	31.8108	119.984822	31.814917
3003A	经开区	常州	120.0469	31.7694	120.058393	31.773242
3004A	宝龙广场	盐城	120.1631	33.3681	120.174639	33.372388
3005A	鼓楼区政府	徐州	117.1814	34.29	117.193764	34.294468
3006A	铜山区招生办	徐州	117.1694	34.1781	117.181779	34.182535
3008A	胡沟管理处	连云港	119.3608	34.7519	119.37301	34.757084
3009A	矿山设计院	连云港	119.1478	34.5911	119.159907	34.596529
3010A	钟楼	常州	119.8914	31.7897	119.902526	31.793795
3012A	西山林语(启用161103)	荆门	112.1908	31.03389	112.203048	31.038021
3014A	歇台子	重庆	106.4959	29.53675	106.506366	29.539729
3015A	龙井湾	重庆	106.4042	29.57278	106.414744	29.576233
3016A	龙洲湾	重庆	106.5506	29.41569	106.560743	29.419091
3018A	唐尧大酒店	临汾	111.505	36.10139	111.517761	36.107288
3019A	西沙	三沙				
3020A	中山北路	天津	117.2099	39.16969	117.222673	39.176854
3021A	濮水河管理处	濮阳	115.0061	35.76806	115.018516	35.773684
3022A	凯旋路小学	洛阳	112.4433	34.6686	112.455984	34.673935
3025A	技师学院	清远	113.0472	23.63444	113.059098	23.63824
3026A	市政府	潮州	116.6183	23.65889	116.629135	23.662363
3027A	青杠林路	自贡	104.7228	29.33972	104.731967	29.342792
3028A	檀木林体育馆	自贡	104.7778	29.36028	104.786945	29.363584
3033A	培训基地	乌鲁木齐	87.4651	43.4569	87.474711	43.464744
3034A	光明街小学	乌兰察布	113.1076	41.0385	113.121489	41.04609
3035A	北滨河	兴安盟	122.0931	46.0707	122.105951	46.07839
3036A	开发区管委会	东营	118.696	37.43445	118.708169	37.44132
3038A	州图书馆	红河州	103.3758	23.3682	103.384381	23.37138
3039A	第一小学	三门峡	111.19	34.7822	111.202566	34.787015
3045A	商州区中学	商洛	109.9643	33.8471	109.975944	33.851196
3046A	机电学校	南昌	115.9083	28.6064	115.919571	28.609325
3048A	九龙	福州	119.58	26.0931	119.591062	26.09543
3051A	西四道	天津	117.3916	39.1495	117.404737	39.156555
3054A	市委党校	新乡	113.5922	35.28385	113.604869	35.289036
3055A	城北区政府	西宁	101.7775	36.6428	101.785897	36.648904
3057A	牟平检察院	烟台	121.5992	37.4014	121.610538	37.407786
3058A	银河街	赤峰	119.2654	42.0352	119.278228	42.043688
3059A	泰兴公司	莱芜	117.7181	36.2092	117.730433	36.215606
3061A	国华电力东	呼伦贝尔	119.7512	49.1577	119.764896	49.165999
3064A	莱芜战役纪念馆	莱芜	117.6983	36.2211	117.710641	36.227377
3065A	州环保局	甘孜藏族自治州	101.9533	29.9972	101.96136	30.000143
3066A	九衢泉纯净水厂	德州	116.2714	37.4372	116.283536	37.444276
3122A	伍家关(对照点)	安顺	105.9606	26.2611	105.97041	26.263905
3123A	凤凰山	安顺	105.9408	26.2431	105.950585	26.245778
3124A	金钟山	安顺	105.9439	26.2564	105.953681	26.25911
3125A	娄家坡	安顺	105.8983	26.2481	105.908169	26.25021
3128A	那曲会议中心	那曲地区	92.0506	31.4797	92.058324	31.483695
3129A	平安高铁新区	海东地区	102.0306	36.5067	102.039114	36.512639
3131A	烟厂	张家口	114.8792	40.7903	114.891904	40.797359
3132A	文明里(启用171012)	秦皇岛	119.5967	37.0308	119.608672	37.037039
3133A	上清寺	重庆	106.5469	29.565	106.557069	29.568452
3134A	市一中	许昌	113.8172	34.0339	113.829769	34.038069
3136A	龙泉驿区区政府	成都	104.2725	30.5589	104.281292	30.562591
3137A	市委党校	眉山	103.8578	30.0744	103.86647	30.077253
3138A	武陵区永安(启用171130)	常德	111.7153	29.0289	111.727343	29.032233
3139A	鼎城区玉霞(启用171130)	常德	111.6892	28.9881	111.701265	28.99111
3140A	武陵区长庚	常德	111.6625	29.0531	111.674626	29.055727
3141A	信访局	安阳	114.3922	36.0878	114.404821	36.093825
3147A	龙亭公园	开封	114.3442	34.8097	114.356529	34.815194
3148A	区人社局	眉山	103.8286	30.0561	103.837254	30.059309
3149A	笔架山北路	黄石	115.0158	30.1594	115.027723	30.162579
